Reference DOI,Reference URL,Reference Citation,Paper ID,Host Name,Host TaxonID,Virus Name,Virus TaxonID,Sampling Time,,Interaction Type ID,Study Type,Result Type,Measurement Method Name,Measurement Method ID,Result,Confidence Interval,Format,Statistical Method Name,Statistical Method ID,Misc Method Conditions,Use for Prevalence,Locality,LocalityID,Municipality,County,StateProvince,Country,Verbatim Locality,Field Site ID,Habitat Name,Habitat ID,Host Sex,Host Lifestage Name,Host Lifestage ID,Host Material Name,Host Material ID,Misc Host Attributes,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2006,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 7 | 7,NA,List of positive integers,NA,,NA,1,Chiñigue,,NA,Ovalle,Coquimbo,Chile,Latitude: −30.513 | Longitude: −71.102,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2001,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 1 | 1,NA,List of positive integers,NA,,NA,1,Llaillay,,NA,Llaillay,Valparaíso,Chile,Latitude: −32.854 | Longitude: −70.918,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2016,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 13 | 13,NA,List of positive integers,NA,,NA,1,Lo Mardones,,NA,Quillota,Valparaíso,Chile,Latitude: −32.870 | Longitude: −71.221,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2013,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 2 | 2,NA,List of positive integers,NA,,NA,1,La Palma,,NA,Quillota,Valparaíso,Chile,Latitude: −32.908 | Longitude: −71.206,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2001,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 14 | 14,NA,List of positive integers,NA,,NA,1,Población Prat,,NA,Villa Alemana,Valparaíso,Chile,Latitude: −33.070 | Longitude: −71.357,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2006,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 2 | 2,NA,List of positive integers,NA,,NA,1,Laguna Verde,,NA,Valparaíso,Valparaíso,Chile,Latitude: −33.115 | Longitude: −71.666,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2018,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 2 | 2,NA,List of positive integers,NA,,NA,1,Las Docas,,NA,Valparaíso,Valparaíso,Chile,Latitude: −33.138 | Longitude: −71.703,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2004,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 2 | 2,NA,List of positive integers,NA,,NA,1,San Antonio de Naltahua,,NA,Isla de Maipo,Metropolitan,Chile,Latitude: −33.436 | Longitude: −71.021,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2003,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 1 | 1,NA,List of positive integers,NA,,NA,1,La Reina,,NA,La Reina,Metropolitan,Chile,Latitude: −33.456 | Longitude: −70.517,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2013,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 3 | 3,NA,List of positive integers,NA,,NA,1,Lo Espejo,,NA,Lo Espejo,Metropolitan,Chile,Latitude: −33.543 | Longitude: −70.696,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2005,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 9 | 9,NA,List of positive integers,NA,,NA,1,La Florida Alto,,NA,La Florida,Metropolitan,Chile,Latitude: −33.564 | Longitude: −70.532,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2012,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 5 | 5,NA,List of positive integers,NA,,NA,1,Mallarauco,,NA,MeLipilla,Metropolitan,Chile,Latitude: −33.569 | Longitude: −71.180,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2006,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 4 | 4,NA,List of positive integers,NA,,NA,1,Pomaire,,NA,MeLipilla,Metropolitan,Chile,Latitude: −33.650 | Longitude: −71.179,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2013,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 8 | 8,NA,List of positive integers,NA,,NA,1,Constructora Inca,,NA,MeLipilla,Metropolitan,Chile,Latitude: −33.673 | Longitude: −71.180,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2006,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 4 | 4,NA,List of positive integers,NA,,NA,1,Condominio Puerta del Sol,,NA,Talagante,Metropolitan,Chile,Latitude: −33.677 | Longitude: −70.845,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2001,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 16 | 16,NA,List of positive integers,NA,,NA,1,Talagante,,NA,Talagante,Metropolitan,Chile,Latitude: −33.681 | Longitude: −70.877,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2003,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 11 | 11,NA,List of positive integers,NA,,NA,1,Chocalán,,NA,MeLipilla,Metropolitan,Chile,Latitude: −33.735 | Longitude: −71.217,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2002,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 20 | 20,NA,List of positive integers,NA,,NA,1,Fundo La Ventolera,,NA,Santo Domingo,Valparaíso,Chile,Latitude: −33.743 | Longitude: −71.652,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2002,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 1 | 1,NA,List of positive integers,NA,,NA,1,El Ingenio,,NA,San José de Maipo,Metropolitan,Chile,Latitude: −33.786 | Longitude: −70.248,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2001,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 2 | 2,NA,List of positive integers,NA,,NA,1,Hijuelas,,NA,Hijuelas,Valparaíso,Chile,Latitude: −33.813 | Longitude: −71.147,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2004,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 3 | 3,NA,List of positive integers,NA,,NA,1,Abrantes,,NA,Paine,Metropolitan,Chile,Latitude: −33.868 | Longitude: −70.837,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2013,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,1 | 13 | 14,NA,List of positive integers,NA,,NA,1,Ucúquer,,NA,Litueche,O’Higgins,Chile,Latitude: −33.998 | Longitude: −71.650,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2002,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 3 | 3,NA,List of positive integers,NA,,NA,1,Quilamuta-Las Cabras,,NA,Las Cabras,O’Higgins,Chile,Latitude: −34.070 | Longitude: −71.300,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2002,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 1 | 1,NA,List of positive integers,NA,,NA,1,Coya,,NA,Machalí,O’Higgins,Chile,Latitude: −34.190 | Longitude: −70.534,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2011,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 2 | 2,NA,List of positive integers,NA,,NA,1,San Vicente de Tagua Tagua,,NA,San Vicente de Tagua Tagua,O’Higgins,Chile,Latitude: −34.433 | Longitude: −71.069,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2017,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 3 | 3,NA,List of positive integers,NA,,NA,1,Los Maitenes,,NA,Lolol,O’Higgins,Chile,Latitude: −34.671 | Longitude: −71.554,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2002,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 2 | 2,NA,List of positive integers,NA,,NA,1,Las Peñas,,NA,San Fernando 2002,O’Higgins,Chile,Latitude: −34.766 | Longitude: −70.776,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2018,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 8 | 8,NA,List of positive integers,NA,,NA,1,Las Peñas,,NA,San Fernando 2018,O’Higgins,Chile,Latitude: −34.767 | Longitude: −70.776,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2012,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 9 | 9,NA,List of positive integers,NA,,NA,1,El Sauce,,NA,Chimbarongo,O’Higgins,Chile,Latitude: −34.815 | Longitude: −70.994,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2010,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 1 | 1,NA,List of positive integers,NA,,NA,1,Lipimávida,,NA,Vichuquén,Maule,Chile,Latitude: −34.870 | Longitude: −72.147,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
10.3390/v11090848,,"Torres-Pérez et al., “A 19 Year Analysis of Small Mammals Associated with Human Hantavirus Cases in Chile,” Viruses 11, no. 9 (September 12, 2019): 848, https://doi.org/10.3390/v11090848.",R026-TorresPerez2019,Abrothrix olivacea,,Andes virus,,2003,,,Field Observation,Positive-Negative-Total Count,Strip immunoassay vacuum-blot test,,0 | 24 | 24,NA,List of positive integers,NA,,NA,1,Duao,,NA,Licantén,Maule,Chile,Latitude: −34.882 | Longitude: −72.154,NA,forest | meadow | plantations | along fences and roads,,,NA,,Blood | Heart | Kidney | Spleen | Liver | Lung,,NA,,
